movieName	comments	label
명량	이순신 장군님 감사합니다 아 물론 명량은 점	1
명량	크으 취한다 감사합니다	1
명량	네러티브한 스릴러 긴장감있구 잼나요	1
명량	재미있었습니다 명연기	1
명량	뒤늦게 평점올리네요 그냥 그래요	1
명량	정우성 황정민 의 연기는 정말대단합다 너무 재미있게봤습니다	1
명량	여기 저기서 많이 듣고 보았던 내용이라	1
명량	정말 재밌었어요한번쯤보세요	1
명량	안봐서몰랑헤헤 아수라발발타	1
명량	재밋어용 보고왓어용ㅎ ㅎ	1
명량	역시 이병헌 짱짱짱 자	1
명량	짱염 진짜 재미나네요	1
명량	이순신 부작으로 최민식이 시리즈 완결해줬음ㅜㅜ	1
명량	나름 재미가 쏠쏠했씁니다	1
명량	최고에요 자입니다	1
명량	완전감동 역쉬 최민식님대한민국최고배우	1
명량	쀼웁쀼웁쀼웁쀼웁쀼웁쀼웁쀼웁	1
명량		1
명량	재미있게 잘 보았습니다	1
명량	웅장하게 시작하는 첫장면 전체적으로 크고 대범하게 짜여진 내용과 그래픽처리가 어설프지않고 배우들에 연기또한 훌륭하고 내용또한 스토리가있어 재미있게 봤어요	1
명량	재미있고 감동도있고 잘봤어요	1
명량	오늘 시사회 다녀왔습니다최고의 영화입니다언젠가는 진실이 밝혀집니다	1
명량	볼만했어요 스케일도 괜찮았구요	1
명량	스토리가 극적으로 좀 더 이어졌으면 하는 아쉬움이 있습니다 단조롭게 끝났어요	1
명량	아버지와 같이 봤는데 완전 만족하셧슴다	1
명량	가족들이 다 같이 볼만한 영화	1
명량	지금의 대한민국을 지켜주신분 하지만 시대를왕을 잘못 타고 태어나신 불운의 충신 이셨습니다 존경합니다	1
명량	명량은 최고의 영화죠 스케일도 크고 최고입니다	1
명량	정말 재밌네요 잘보고 왔습니다 굿굿굿	1
명량	잼나게 잘봤네요볼만하면서도 웃기고요	1
명량	잘봤습니다 재밌어요	1
명량	좋아요 또보고싶음	1
명량	너무재밌어 기억에남는 명대사는 이러면 완전 나가린데	1
명량	최민식의 연기에 또 다시 감탄했던 영화	1
명량	ㅎㅌ어두어러ㅓ더탸챠다	1
명량	배우들의훌륭한 연기력	1
명량	굿최민식 연기는 언제봐도 최고다	1
명량	최민식옹의 연기 편나오면 꼭본다 근데나 누구랑봤지	1
명량	재밋었습니다 감사합니다	1
명량	잘봤습니다 최민식씨 연기 지리네요	1
명량	정말 재밌게 봣습니다	1
명량	한국사람이라 평점ㅇ	1
명량	냉정하게이건 꼭 봐야해	1
명량	좋아요	1
명량	꼭 봐야합니다 감동입니다	1
명량	상당히 볼만합니다 교육요으로	1
명량	옛날 본 영화인데 평점 남기라네ㅋㅋ	1
명량	굿 애국심에 호소하긴 하지만 전투신이 멋짐	1
명량	정말 재미있었습니다	1
명량	재미있게봤습니다 괜찮앗음	1
명량	굿굿짱짱맨맨 엄청엄청	1
명량	부모님이랑봤어요좋아요	1
명량	좋았어요 재미있었어요	1
명량	하하정말재미있게봤습니다	1
명량	명량 한국인이라면 볼만한 영화 인물 자체에서 느껴지는 감동이 엄청남 영화자체에 대한 느낌보다 인물에 대한 감동임	1
명량	마지막까지 감동이었어요	1
명량	재밋게봣습니당 역시 명량	1
명량	아픈역사를 되돌아보고 조상들에대한 존경을 다시한번 생각하게됨	1
명량	이순신 장군 잊지 않겠습니다	1
명량	스토리도 좋고 교훈적으로 좋은거 같습니다	1
명량	전투씬의 호흡이 군데군데 느슨해지는 점이 아쉬움	1
명량	후반에재밌음 초반중반까지는ㅎ 그닥	1
명량	극장에서 보면 좋을 영화에요	1
명량	이순신 장군님 감사합니다	1
명량	기대보다 별로였다 이순신장군 ㅠ	1
명량	각본 배우아주좋았어요	1
명량	새로운 이순신을 만나는 순간 주인공에 따라서 영화가 달라지내 잘봤습니다	1
명량	그래픽의 어색함 만큼 감동ㅋ	1
명량	재미있게 봤어요	1
명량	이순신 장군께 당연히 있었을수 있는 인간으로서의 연약함과 인간적 고뇌를 강조해서 우리가 품은 영웅으로서의 이미지가 너무 많이 떨어졌다라고나 할까  그점이 조금 아쉬웠네요	1
명량	요즘 나오는 전체관람 영화는 거기서 거기	1
명량	정말괜찮은 영화를 오랜만에 본갓 같습니다 감사해요	1
명량	좋은 영화 감사합니다	1
명량	유쾌상쾌통쾌 많은 공을 들인 영화	1
명량	영화관에서보고 군대에서 유격훈련받고 본영화	1
명량	포인트 상승한 상승한 수치 여사의 것 아니냐는	1
명량	정말개자어타ㅏ이버저어서가랃	1
명량	좋습니다재밋구요지립ㄴ디ㅏ	1
명량	아주감명깊게 봤습니다	1
명량	지루한 면이 있긴하지만 후반부로 가면 재밌네요	1
명량	최고의 명작 이순신 만세	1
명량	묵직하고 무거운 가볍게 볼수없는 영화	1
명량	음그냥저냥ㅇ어어ㅓ엉	1
명량	재미있게 봤습니다	1
명량	인간 이순신에 대한 연기가 주변의 신파극으로 조금 묻히는 느낌이 강합니다	1
명량	걍 그저 그랬어요 해전은 괜찮았음	1
명량	대박 재미있어요저는 초딩 학년인데요 제 쌍둥이 형이랑 너무 재미있어서 영화감상문 쓰고 있어요 정말 감사 감사해요	1
명량	처음에 기대를 많이 안했었는데 보고나니까 괜찮네요	1
명량	굳정말로재미있다ㅎㅎ	1
명량	말이 필요없는 영화	1
명량	스토리 탄탄하고마지막까지 포기하지않는 이순신 장군의 모습이 아주 멋있네요 ㅎㅎ	1
명량	명량해전 이순신 대단해요	1
명량	이순신만세 말이필요없는영화	1
명량	별로 재밌진 않네요	0
명량	와사비망고	1
명량	이순신장군 뽕에 취한다	1
명량	역사속의 우상을 현실의 영화로 담담하게 표현하기 어려웠을 영화 관계자 및 주연 배우분들의 노고에 감사드립니다	1
명량	빨리 봐야겟어요 굼금합니다	1
명량	재밌었긴한데 딱 그정도	1
명량	기대이하 생각만큼은 아니다	0
명량	가나다라마바사아자차카	1
명량	이순신의 멋진 결단력이 후세에 살고 있는 나에게 생활의 지침이 되었다 	1
명량	임진왜란 그동안 봐왔던 스끼다시사극과는 차원이 다른듯	1
명량	꼭한번볼만합니다 개인적으론 영화를본지 오랜시간이 지나도 기억에 오랫동안 남을것같은 영화였습니다	1
명량	굳굳 재밌음	1
명량	진짜 이영화는 진짜와 정말 명량은 대단합니다 현실적인 이순신	1
명량	이순신 무슨 부가설명이 더 필요할까	1
명량	짱잼잇엇어옇애햏 넘나리 재밋고 놓은것	1
명량	꿋굿구슈류로고고려초여교	1
명량	이순신은 이순신이다 몰입해서 봤네요	1
명량	전여자친구가 번을본영화입니다 저말고다른 사람과	0
명량	전쟁신 장난없다	1
명량	유디쨘좋아해사랑해해해	1
명량	무조건 최고자	1
명량	한국인이라면 본다 난 한국인	1
명량	잼있음 아주 볼만함 ㅋㅋㅋ	1
명량	명량 그럭저럭 나쁘지않은 영화	1
명량	언제든 선명한 화질로 어디서나 바로보기 가능넘 좋아요	1
명량	명량 최고의 영화 보는 내내 가슴 졸이며 봤다	1
명량	무거운 느낌의 영화입니다 하지만 한국인이라면 봐야될 영화입니다	1
명량	감동적인 영화역시 최민식	1
명량	아주 재밌게 잘보았습니다	1
명량	재밌어용 배우들 연기력에 끝도없이 빠져들어요	1
명량	좋아요 좋아요 좋아요 잘봤었네요	1
명량	재밌습니다 ㅎㅎㅎ 최고의영화	1
명량	지려요진짜 꼭보셔야 하는영화	1
명량	명랑하고 재밋습니당당당	1
명량	최고중 최고였습니다 아주 잘봤습니다	1
명량	볼만했어요 추천합니다	1
명량	재미없음 어이없음 연결안됨	1
명량	전반적으로 좋았습니다앞부분에 역사적인 내용을 잘모르시면 이해하기 힘드셨겠지만 좋았습니다	1
명량	역사의 실제 장면을 보는듯 했습니다 역시는 역시 역시군	1
명량	짜임세 있게 재미난 영화네요역사적 사실을 기초로 충분히 재밌게 구성했습니다	1
명량	늦은 리뷰지만 재밌었어요 조카 데리고 봤는데 넘 좋아하더라구용	1
명량	재밌게 봤습니다 간만에	1
명량	재밌었어요 배우들 연기 좋았어요	1
명량	연기가 일품이라서 참재밋게봐습니다	1
명량	재밋게 잘 보았어요이순신 장군님	1
명량	역사에 대해 조금 더 알게 되었고 배우들의 연기가 돋보입니다	1
명량	이순신장군님너무멋져용	1
명량	이순신 장군님 너무 멋져요	1
명량	재밌엇습니다 특히연기력 오젓네여ㅛ	1
명량	이순신장군에 대해서 다시한번 생각할수있는 뜻깊은 시간이었다	1
명량	진짜 볼만할거 오랜만에 나왔네요	1
명량	좋아좋다구영화는영화다	1
명량	재밌도유익한영화였습니다 최고	1
명량	몰입도 높은 영화 오랜만에 너무 잘 봤습니다	1
명량	아이걸쓔샤되다니시바르	1
명량	감동적이었습니다 다시보고싶은	1
명량	인도판 남과여 사랑에 대해 생각해보게 하는	1
명량	좋은영화입니다 아이들도 잘 봤습니다	1
명량	최민식의 연기는 역시 굿	1
명량	지금봐도재밋네요 굿굿굿	1
명량	배우들연기도 아주조ㅗ았고 무엇보다 줄거리가 좋았습ㄴ다	1
명량	명량은 인생영화 입니다	1
명량	말이필요없습니다 그냥짱	1
명량	가족끼리봤는데 재밌음	1
명량		1
명량	딱히 할말이 읎어  그냥 아무생각 안하면 볼만한듯	1
명량	좋음아아주아주아주아주아주아주아주좋음	1
명량	넘뻔한스토리이다 ㅋㅋㅋ	1
명량	재미있습니다 최민식씨 화이팅	1
명량	감동을주는 역작이었습니다또한 출영진들의 연기가 돋보이는 영화입니다	1
명량	잘봤습니다	1
명량	심장을 뛰어주게 해주는그럼영화	1
명량	이순신 그는 신이다	1
명량	연기가 돋보인 영화였습니다	1
명량	재미있어요 재미있어요	1
명량	잼샘아주잼네요오옴ㅎ	1
명량	음 좀 뻔해도 재미있었음	1
명량	조 아 요 잼 미 써 요 볼 만 해 요	1
명량	굿굿 역시 최고의 배우 최민식 선배님	1
명량	진짜 추천 영화스릴만점	1
명량	재미있게 잘봤습니닼ㅋ	1
명량	잼있습니까 아직못봤는데	1
명량	이시대의감명을그대로표현	1
명량	조아요조아요조아요조아요	1
명량	좋와요 좋와요 정말좋와요	1
명량	잼있었어요 잼있었어요	1
명량	그런대로 잘본거같습니다	1
명량	이순신 재밌게 봤습니다	1
명량	이순신	1
명량	좋았어요 민족과 역사에 대해 다시 생각해볼 수 있는 기회였어요	1
명량	좋아요 좋아요 좋아요 ㅊㅊㅊ	1
명량	쩌러쩔쩌러염ㅇ미ㅏ넝미나ㅓ이ㅑ덜 ㄷ러겧굿이에염	1
명량	그대가 조선을 구했기에 지금의 대한민국이 있다	1
명량	대한민국에는 이런 영화가 절실히 필요했다	1
명량	너무당황했던  전쟁씬	1
명량	재밌게 봤어요 추천하고 싶은영화	1
명량	지루하진 않지만 뭔가 허전한느낌	1
명량	역사를 역사답게 다룬 영화진지한 연기가 돋보임	1
명량	명량은 내가 본 영화 중에서 최고였습니다	1
명량	영화로 인해 우리나라 역사를 더욱 자세히 알게 된 영화임 정말 재밌게 봤네요 또 보고싶어요	1
명량	재밌게 잘봤어요	1
명량	사랑에 관해 많은 것을 생각하게 하는 작품이에요	1
명량	최고에오 역시 울 순신님 짱	1
명량	진짜 좋았다이순신 그를 우리는 이렇게 계속 기억하고 기려야 한다	1
명량	소셜 평점은 본인이 작성한 평점이 네이버 뿐 아니라 페이스북 트위터에서 동시에 등록되는 서비스 입니다등록을 원하는 서비스를 선택하면 동시에 평점을 등록할 수 있습니다단 평점 작성 중  로그인계정인증을 하는 경우 기존에 입력 된 정보가	1
명량	최민식 연기는 이름값했음	1
명량	영화가 재밌었음	1
명량	가슴뭉클한드라마감사합니다	1
명량	너무 감동적이였어여 ㅜ	1
명량	부모님은 재밌게 보셨다네요	1
명량	이순신과 세종대왕께서 만드신 한글만 있다면 한민족은 영원 할 것이다	1
인터스텔라	이게 시작이었나과학영화놀란교 맨플의 시작	1
인터스텔라	지구를 구하는건 인간만이 할수있는 우주적사랑	1
인터스텔라		1
인터스텔라	시간과 중력을 이용해서 놀라운 이야기를 보여주는	1
인터스텔라	빠지는게 없는 최고의 영화	1
인터스텔라	는 우주 그 자체	1
인터스텔라	거대한 우주속에 갇힌 우리는 모두 보잘것 없는 존재들 우주 속에서 모든것은 돌고돈다	1
인터스텔라	미친작품ㅜㅜ 가슴이 웅장해짐 언제 또 이런 작품을 만날수있을지	1
인터스텔라	놀란 형님의 천재성과 상상력은 정말이지 막을수가 없다	1
인터스텔라	우주  좋아하지 않아도 한번쯤 꼭 보길 추천하는 영화 경이로운 우주 인생의 유한함 사랑의 초월성을 엮어 그려낸 방식에 감탄했다	1
인터스텔라	아이맥스 주기적으로 상영해줬으면	1
인터스텔라	영화 재밌게 잘 봤습니다	1
인터스텔라	가슴이 웅장해짐을 느낀 영화	1
인터스텔라	이해 못해도 괜찮아 일단 봐야지	1
인터스텔라	  	1
인터스텔라	감정씬 자체 파괴력은 대단한데 개인적으로는 갑자기 터지는 느낌을 많이 받음	1
인터스텔라	좋습니다 재밌게봤어요	1
인터스텔라	긴 러닝타임이 전혀 의식되지 않는 깊은 밀도의 영화 지만 충분히 현실에서 일어날 수 있을것만 같다	1
인터스텔라	많은 것을 담은 영화만큼 하고 싶은 말이 너무 많은 영화지만 매년 아이맥스 개봉해주면 앞뒤 가리지 않고 당장 보러 갈 영화	1
인터스텔라	영화관에서만 회정도 관람하고서야 깨닫고 눈물을 흘렸다 그 어떤 로맨스나 감동적인 영화보다도 진정한 사랑을 표현한 영화라는 걸	1
인터스텔라	 	1
인터스텔라	스토리 음악 연기 교훈 무엇 하나 빠지지 않는 영화 당당히 내 인생영화라 말할 수 있다	1
인터스텔라	볼때마다 감탄이 나오고 잘 봤습니다 ㅎ	1
인터스텔라	이 영화의 화면 음악 모든 것을 사랑함	1
인터스텔라	사랑해요 놀란 감독	1
인터스텔라	연례행사로 아이맥스 상영 필요함	1
인터스텔라	어디서 보냐가 굉장히 중요한 영화집에서 볼땐 잘만들었다 정도의 영화가 특수관에서 다시 보니 처음보는 명작으로 다시 탄생했다	1
인터스텔라	저 넓은 우주를 향해가는 아버지의 마음이 우주전체를 덮을만큼 무겁다 부녀간의 사랑이 사무친다	1
인터스텔라	아이맥스로 볼 때 더욱 더 감동적인 영화	1
인터스텔라	솔직히 잘 모르겠다 어려운 영화는 아닌데 이해하기 귀찮은 영화랄까	1
인터스텔라		1
인터스텔라	영화를 보는내내 경이로움을 느꼈다	1
인터스텔라	학창시절 학년에 한명쯤은 있던 뭘하던 잘하는애를 영화로 나타내면 이 영화가 아닐까 싶습니다 영상미 액션  하나도 안빠지고 마지막에 감동은 보너스 용아맥에 걸릴때마다 보는데 질리지가 않아요	1
인터스텔라	만점이요	1
인터스텔라	우주를 이보다 더 환상적으로 그려낼 수 있을까	1
인터스텔라	영화관에서 보세요	1
인터스텔라	원심력을 통해 보이는 인간의 원초적인 원동력	1
인터스텔라	 비율의 는 최고입니다	1
인터스텔라	다시보는데 넘 감동이고 넘 대단한 영화	1
인터스텔라	놀란 감독의 단연 최고의 작품	1
인터스텔라	시간은 우릴 기다려주지 않지만 기회를 잡을 순간은 언제나 주어진다	1
인터스텔라	볼 때마다 눈물이 차오른다	1
인터스텔라		1
인터스텔라	정말 대단한 영화다 최근에 재개봉때 다시 봤지만 오히려 처음 봤을때보다 재밌게 봤습니다	1
인터스텔라	큰 영화관에서 보니 너무 좋았다	1
인터스텔라	인터 스텔라 볼 때마다 감탄이 나오는 미친 영화 압도적이다	1
인터스텔라	대우주적 서사시를 빌린 딸과 부녀간의 사랑 이야기	1
인터스텔라	극장에서 봐야하는 영화중 하나	1
인터스텔라	인터스텔라 재미있게 잘 봤습니다	1
인터스텔라	희망절망희망절망 반복이었지만 어쨌든 희망을 남겨줘서 좋았다	1
인터스텔라	인생영화입니다 다시봐도 좋아요	1
인터스텔라	아이맥스에 보니 너무나도 좋다 더 할 나위 없다 년 월 일 또 봐도 좋다	1
인터스텔라	이러한 상상력과 연출이라니 놀란은 놀라움의 연속이다	1
인터스텔라	최초 개봉 당시 보았을 때 이후로 처음 봤는데 우주씬이 워낙 좋았어서 추억보정이 되어있었어요 웜홀과 결말 부분은 정말 비과학적이긴하네요 ㅎㅎ 그래도 사운드와 영상미의 장점이 훨씬 큰 영화입니다	1
인터스텔라	인생영화입니다 언제봐도 좋아요	1
인터스텔라	완벽한 영화 아이맥스로 보니 또 다른 영화	1
인터스텔라	아이맥스로 재관람 더 꼼꼼하게 보려고 욕심 부려서 느낌 그대로의 감상은 못 했지만 역시 인터스텔라엔딩까지 벅찬 감동을 이어준다	1
인터스텔라	인생영화 아이맥스로 보길 너무 잘한 영화	1
인터스텔라	용아맥에서 본다면 감탄에 감탄을 할 수 있는 영화배우들의 연기스토리 모든게 완벽함	1
인터스텔라	로 도달할 수 있는 장인의 경지	1
인터스텔라	명작 오브 명작	1
인터스텔라	용아맥 인터스텔라는 전설이다	1
인터스텔라	완전 몰입하게 만드는 영화	1
인터스텔라	이것이 진정 극장용	1
인터스텔라	이것이 바로 진정한 영화	1
인터스텔라	그냥 뭐가 하나 빠짐 없이 완벽한 영화	1
인터스텔라	우주에 관심 없는 사람도 매료됨	1
인터스텔라	스토리는 취향이 아니지만 용아맥 풀스크린으로 보는 우주가 너무 좋아서 재개봉때마다 보러간다	1
인터스텔라	자연에 대해 다시 한 번 생각해보았고 시간이 금방 지나갔어요	1
인터스텔라	용아맥에서 본다면 차원이 다른경험 가능일반영화관점에서는 그냥 점짜리지만영화관에 따라서 그 경험이 놀라워서 점수를 더 줄수밖에 없음	1
인터스텔라	인생영화입니다 영화관에서 볼 때마다 감동이네요	1
인터스텔라	개봉당시와 근 여년이 지난 지금에 와서의 관람 느낌은 그야말로 천양지차 이군요 영화의 스케일을 떠나 보는 시기의 관점에 따라서 이렇게 받아들여짐이 다른걸 보면 틀림없는 수작은 수작인가 봅니다	1
인터스텔라	인생영화 무조건 용아맥으로 봐야 진정한 진가를 모두 발휘 할 수 있는 영화 몇번이고 볼 수만 있다면 매번 보고 싶어지는 영화다 정말 과장 보태서 영화를 우주여행을 한다면 이 영화를 의미하는게 아닐까 싶을 정도로 경이롭고 앞으로 이 영화를 뛰어넘는 우주영화가 있을만큼 인생에서 등영화로 자리매김 할 것만 같다	1
인터스텔라	와 이번 재개봉에 용산에서 아이맥스로 처음 봤습니다이건 미쳤습니다 이걸 아이맥스로 안본다는건 큰 손해	1
인터스텔라	최고입니다 보고 또 보고	1
인터스텔라	황홀함에 빠져서 일은 헤어나오지 못했다	1
인터스텔라	최근에 용아맥으로 봤는데 너무 좋았습니다	1
인터스텔라	영화관에서 느낄 수 있는 최고의 경험	1
인터스텔라	번 봐도 좋은 영화년 후 다시봐도 좋은 영화	1
인터스텔라	음악 연출 모두 좋았어요	1
인터스텔라	갓터스텔라	1
인터스텔라	웅장해요	1
인터스텔라	시간에 저항하는건 인간에게 주어진 가장 큰 미션중 하나이다 인터스텔라에선 사랑으로 시간을 초월할 수 있다고 말한다 처음엔 이 말이 어리둥절하고 비과학적이라고 생각했다 그러나 영화를 되뇌일수록 생각이 바뀌었다 인간은 사랑을 통해 인연을 맺고 자손을 낳는다 후에 우리들은 결국 죽음을 맞이하지만 자손들 속에 있	1
인터스텔라	우주영화 중 최고	1
인터스텔라	영화 재밌게 잘 봤습니다	1
인터스텔라	새벽에 폭풍 눈물을 흘렸던	1
인터스텔라	순순히 침묵으로 들어가지 않고 적당한 긴장감과 엄청난 영상미 를 보여주는 영화 최고	1
인터스텔라	가족애를 향한 전 우주적인 시공간의 여정에서 눈을 뗄 수 없는 황홀한 광경에 넋이 나갈 정도다 굉장히 사실적으로 묘사된 행성들과 블랙홀을 보고 있으면 그저 빨려들어가는 느낌	1
인터스텔라		1
인터스텔라	판타지를 소재로한 사랑 이야기 완벽하다	1
인터스텔라	완벽한 우주영화 완벽한 사랑영화 완벽한 가족영화	1
인터스텔라	의 압도감에 그저 우주 속 먼지가 되어버린 한 인간이 있다	1
인터스텔라	용산 아이맥스에서 봐야 진짜	1
인터스텔라	또 봐도 재밌다	1
인터스텔라		1
인터스텔라	아이맥스 재개봉하면 항상 보러가는 작품 모든 요소가 잘 어울린 작품 남녀간 로맨스가 빠져있는것도 플러스 요소 아바타가 영화에 빠지게 만들었다면 아이맥스는 인터스텔라가 홀렸음 는 매드맥스가 돌비는 탑건	1
인터스텔라	크리스토퍼 놀란은 엄청난 거품이 낀 과평가된 감독 중 하나다	1
인터스텔라	경이로운 영화입니다	1
인터스텔라	용아맥으로 보고 나니 그동안 티비로만 봐왔던 날들이 억울해질정도	1
인터스텔라	가능하면 꼭 용아맥에서 보는걸 추천드립니다아예 다른 영화가 되네요 감동받고갑니다	1
인터스텔라		1
인터스텔라	재밌읍니다재밌읍니다	1
인터스텔라	많은 사람이 과학적인 연출에 주목하지만 내게는 우주만큼 거대한 가족애와 드라마로 다가온 작품	1
인터스텔라	경이롭다는 단어가 어울리는 영화	1
인터스텔라	재개봉으로 처음 관람했는데 아이맥스관 울림이 좋아서 더 재미있게 봄	1
인터스텔라	볼때마다 울게되는 영화	1
