,movieName,comments,ratings,PN
26,명량,아교마시다레소라피치마,10,1
27,명량,이순신을 기념하며 좋은 영화가 더 나오길,3,0
28,명량,역사적 사실을 바탕으로 정말 재미있게 본 영화,8,1
29,명량,그냥저냥나쁘지않게봣던영화,7,1
30,명량,지켜주셔서 감사합니다,10,1
31,명량,짱 감동적이였습니다,10,1
32,명량,아 이거 언제적에 본건데 자꾸 네이버 평점 남기라고 알람뜸,10,1
33,명량,웅장함과 긴장감 감동이 적절히 섞여있는 영화,10,1
34,명량,오래됫지만 잘봣어요ㅎㅎ,8,1
35,명량,최고입니다 재밌게봤어요,10,1
36,명량,재미있어요 극장가서 꼭 보세요,10,1
37,명량,아는 내용이지만 잼있었음,9,1
38,명량,수작입니다 재밌게봤습니다,10,1
39,명량,굿굿정말 재미있네요 ㅎㅎㅎㅎ,7,1
40,명량,완전 잼남 가슴뭉클하고 진한 감동이 밀려옴꼭 추천합니다,9,1
41,명량,역시 이순신장군님 다시봐도 멋져요,10,1
42,명량,ㅎㅎ완전멋짐니다요오오,10,1
43,명량,재밌어요 가족들이랑 보기 좋은 영화인것같아요 가대이상이였습니다,5,0
44,명량,최고의 명작 두말하면 잔소리,10,1
45,명량,감동적인 영화였습니다,8,1
46,명량,감동적이고 중간 중간 울컥 ㅠㅠ,10,1
47,명량,한국인이라면 꼭 봐야할 명작 중에 하나,10,1
48,명량,내게서 최고로재밋을그런영화,10,1
49,명량,완전 재밌게 잘봤습니다 대한민국 국민으로써 꼭 봐야하는 영화라고 생각합니다 배우로써 최민식은 진짜 연기를너무잘하는거같아요 최고에요 짱짱,10,1
50,명량,감독의스케일이장난이아니다,1,0
51,명량,애국심을 자극하는 멋진 영화였습니다,8,1
52,명량,잼났어요 부모님도보여드렸어요,10,1
53,명량,가족과 보기 좋은 영화인것 같습니다,8,1
54,명량,대동여지도 그 속에 희노애락이 느껴졌다,8,1
55,명량,명량 재밌어요 다시한번 위인을 생각하게 만드는 ㅜㅜ,8,1
56,명량,영화 자체는 그저 그랬음,5,0
57,명량,재미있게잘본것같네요,8,1
58,명량,짱 재밌어요굿 또 보고싶네요,10,1
59,명량,명량은 정말 재밌었어요 배우들의 연기도 좋았어요,8,1
60,명량,역시이순신장군지금시대에 다시한번 나와주었으면,10,1
61,명량,조선의역사 힘이 약해 외세의 침략을 당하고 약해빠진 조정은 당리 당략에 당쟁만 일삼는 현재의 정국과 다를것이 없다,10,1
62,명량,정말정말종멀재밋읍니다,10,1
63,명량,지금까지도 이 영화만큼 재밌는 영화를 본 기억이없네요 영화관인데도 사람들 다같이 웃으면서 봤습니다,10,1
64,명량,그분은 진정 영웅이었다부가 기다려진다,10,1
65,명량,숨막히는공포에요오오,10,1
66,명량,굿굿굿너무멋진영화다속이시원하구만,10,1
67,명량,영화가 정말로 재밌었음,8,1
68,명량,이순신 신이다 그는  극장추천요,10,1
69,명량,짱짱잼써여 ㅎㅎ,10,1
70,명량,이순신장군님도 대단하고그와 함께한 모든 사람들도 대단합니다,10,1
71,명량,재미있엇어옹 너무너무나,10,1
72,명량,진짜 최고의 영화입니다추천,10,1
73,명량,재미있습니다추천합니다,10,1
74,명량,재미에 감동까지남자보다는 여자가 좋아할만한 내용인듯합니다저는 재밌게 봤습니다추천,10,1
75,명량,재미있게 잘 보았습니다,8,1
76,명량,명량은 되게되게 기억에 남는 영화가됬어요,10,1
77,명량,너무 좋았어요ㅎㅎ,9,1
78,명량,멋진영화그러나재미는별로,10,1
79,명량,군도보다 훨씬 재 밌습니다 꼭 보세요,9,1
80,명량,잘봤어요 이순신 이순신 이순신,9,1
81,명량,머찌네요 영화잘봤습니다,10,1
82,명량,좋앟슷니다오 좃앟앗니다요요,10,1
83,명량,우리나라 영화 정말 굿입니다,10,1
84,명량,이순시 그이름 석자엄청나다,10,1
85,명량,잘봤습니다 이정현씨로 별하나추가요,8,1
86,명량,신린ㅇ이랑 재밌게 잘봤어요,8,1
87,명량,다시 보고싶은 영화입니다,10,1
88,명량,멋진 영화였습니다 배우도 내용도 화면도 다 멋졌습니다,10,1
89,명량,명량 재밌게 봤습니다 돈 아깝지않은 영화,7,1
90,명량,우아아아ㅏㄴ재밋어오유큐쿸,10,1
91,명량,너무 연기력도 좋고 역사에 대해 다시한번 생각해볼수있었어요,10,1
92,명량,재밌습니당,10,1
93,명량,꿀잼꿀잼랄ㄹ랄랄랄룰룰,4,0
94,명량,정말 정말 정말 재미재미 잇습니당,9,1
95,명량,역사영화가 좋습니다 그래서 재밌었습니다,10,1
96,명량,재미재미재미재미재미재미재미재미잼,9,1
97,명량,군함도 기억해야하는 꼭 스토리 ㅠㅠㅠㅠ 영화열심히 찍으세요 꼭 봅니당,10,1
98,명량,잼있게 잘 봤습니다,10,1
99,명량,좋앗습니다 멋잇습니다,8,1
100,명량,뭐지이건 굿인가,8,1
101,명량,재밌어요 최민식의 연기력이 역시 일품,7,1
102,명량,재미있고 진짜 연기력 감탄사나와욘,8,1
103,명량,알고봐도 위대한 이순신 장군님,7,1
104,명량,재밋게봣어요ㅋㅋㅋ굿굿,10,1
105,명량,너무 재미나게 잘 봤어요또 보고싶어지네요,9,1
106,명량,이순신 장군님 감사합니다 아 물론 명량은 점,10,1
107,명량,크으 취한다 감사합니다,10,1
108,명량,네러티브한 스릴러 긴장감있구 잼나요,10,1
109,명량,재미있었습니다 명연기,10,1
110,명량,뒤늦게 평점올리네요 그냥 그래요,10,1
111,명량,정우성 황정민 의 연기는 정말대단합다 너무 재미있게봤습니다,10,1
112,명량,여기 저기서 많이 듣고 보았던 내용이라,5,0
113,명량,정말 재밌었어요한번쯤보세요,10,1
114,명량,안봐서몰랑헤헤 아수라발발타,7,1
115,명량,재밋어용 보고왓어용ㅎ ㅎ,9,1
116,명량,역시 이병헌 짱짱짱 자,10,1
117,명량,짱염 진짜 재미나네요,10,1
118,명량,이순신 부작으로 최민식이 시리즈 완결해줬음ㅜㅜ,10,1
119,명량,나름 재미가 쏠쏠했씁니다,8,1
120,명량,최고에요 자입니다,10,1
121,명량,완전감동 역쉬 최민식님대한민국최고배우,10,1
122,명량,쀼웁쀼웁쀼웁쀼웁쀼웁쀼웁쀼웁,10,1
123,명량,,9,1
124,명량,재미있게 잘 보았습니다,10,1
125,명량,웅장하게 시작하는 첫장면 전체적으로 크고 대범하게 짜여진 내용과 그래픽처리가 어설프지않고 배우들에 연기또한 훌륭하고 내용또한 스토리가있어 재미있게 봤어요,10,1
126,명량,재미있고 감동도있고 잘봤어요,8,1
127,명량,오늘 시사회 다녀왔습니다최고의 영화입니다언젠가는 진실이 밝혀집니다,10,1
128,명량,볼만했어요 스케일도 괜찮았구요,9,1
129,명량,스토리가 극적으로 좀 더 이어졌으면 하는 아쉬움이 있습니다 단조롭게 끝났어요,8,1
130,명량,아버지와 같이 봤는데 완전 만족하셧슴다,10,1
131,명량,가족들이 다 같이 볼만한 영화,9,1
132,명량,지금의 대한민국을 지켜주신분 하지만 시대를왕을 잘못 타고 태어나신 불운의 충신 이셨습니다 존경합니다,10,1
133,명량,명량은 최고의 영화죠 스케일도 크고 최고입니다,10,1
134,명량,정말 재밌네요 잘보고 왔습니다 굿굿굿,10,1
135,명량,잼나게 잘봤네요볼만하면서도 웃기고요,10,1
136,명량,잘봤습니다 재밌어요,10,1
137,명량,좋아요 또보고싶음,10,1
138,명량,너무재밌어 기억에남는 명대사는 이러면 완전 나가린데,10,1
139,명량,최민식의 연기에 또 다시 감탄했던 영화,10,1
140,명량,ㅎㅌ어두어러ㅓ더탸챠다,10,1
141,명량,배우들의훌륭한 연기력,8,1
142,명량,굿최민식 연기는 언제봐도 최고다,10,1
143,명량,최민식옹의 연기 편나오면 꼭본다 근데나 누구랑봤지,10,1
144,명량,재밋었습니다 감사합니다,10,1
145,명량,잘봤습니다 최민식씨 연기 지리네요,8,1
146,명량,정말 재밌게 봣습니다,10,1
147,명량,한국사람이라 평점ㅇ,7,1
148,명량,냉정하게이건 꼭 봐야해,10,1
149,명량,좋아요,10,1
150,명량,꼭 봐야합니다 감동입니다,10,1
151,명량,상당히 볼만합니다 교육요으로,9,1
152,명량,옛날 본 영화인데 평점 남기라네ㅋㅋ,8,1
153,명량,굿 애국심에 호소하긴 하지만 전투신이 멋짐,10,1
154,명량,정말 재미있었습니다,9,1
155,명량,재미있게봤습니다 괜찮앗음,8,1
156,명량,굿굿짱짱맨맨 엄청엄청,10,1
157,명량,부모님이랑봤어요좋아요,10,1
158,명량,좋았어요 재미있었어요,8,1
159,명량,하하정말재미있게봤습니다,10,1
160,명량,명량 한국인이라면 볼만한 영화 인물 자체에서 느껴지는 감동이 엄청남 영화자체에 대한 느낌보다 인물에 대한 감동임,8,1
161,명량,마지막까지 감동이었어요,10,1
162,명량,재밋게봣습니당 역시 명량,10,1
163,명량,아픈역사를 되돌아보고 조상들에대한 존경을 다시한번 생각하게됨,9,1
164,명량,이순신 장군 잊지 않겠습니다,10,1
165,명량,스토리도 좋고 교훈적으로 좋은거 같습니다,9,1
166,명량,전투씬의 호흡이 군데군데 느슨해지는 점이 아쉬움,8,1
167,명량,후반에재밌음 초반중반까지는ㅎ 그닥,10,1
168,명량,극장에서 보면 좋을 영화에요,7,1
169,명량,이순신 장군님 감사합니다,9,1
170,명량,기대보다 별로였다 이순신장군 ㅠ,5,0
171,명량,각본 배우아주좋았어요,9,1
172,명량,새로운 이순신을 만나는 순간 주인공에 따라서 영화가 달라지내 잘봤습니다,10,1
173,명량,그래픽의 어색함 만큼 감동ㅋ,10,1
174,명량,재미있게 봤어요,10,1
175,명량,이순신 장군께 당연히 있었을수 있는 인간으로서의 연약함과 인간적 고뇌를 강조해서 우리가 품은 영웅으로서의 이미지가 너무 많이 떨어졌다라고나 할까  그점이 조금 아쉬웠네요,8,1
176,명량,요즘 나오는 전체관람 영화는 거기서 거기,7,1
177,명량,정말괜찮은 영화를 오랜만에 본갓 같습니다 감사해요,9,1
178,명량,좋은 영화 감사합니다,10,1
179,명량,유쾌상쾌통쾌 많은 공을 들인 영화,8,1
180,명량,영화관에서보고 군대에서 유격훈련받고 본영화,9,1
181,명량,포인트 상승한 상승한 수치 여사의 것 아니냐는,10,1
182,명량,정말개자어타ㅏ이버저어서가랃,10,1
183,명량,좋습니다재밋구요지립ㄴ디ㅏ,10,1
184,명량,아주감명깊게 봤습니다,8,1
185,명량,지루한 면이 있긴하지만 후반부로 가면 재밌네요,8,1
186,명량,최고의 명작 이순신 만세,10,1
187,명량,묵직하고 무거운 가볍게 볼수없는 영화,10,1
188,명량,음그냥저냥ㅇ어어ㅓ엉,7,1
189,명량,재미있게 봤습니다,9,1
190,명량,인간 이순신에 대한 연기가 주변의 신파극으로 조금 묻히는 느낌이 강합니다,7,1
191,명량,걍 그저 그랬어요 해전은 괜찮았음,5,0
192,명량,대박 재미있어요저는 초딩 학년인데요 제 쌍둥이 형이랑 너무 재미있어서 영화감상문 쓰고 있어요 정말 감사 감사해요,10,1
193,명량,처음에 기대를 많이 안했었는데 보고나니까 괜찮네요,7,1
194,명량,굳정말로재미있다ㅎㅎ,10,1
195,명량,말이 필요없는 영화,10,1
196,명량,스토리 탄탄하고마지막까지 포기하지않는 이순신 장군의 모습이 아주 멋있네요 ㅎㅎ,10,1
197,명량,명량해전 이순신 대단해요,10,1
198,명량,이순신만세 말이필요없는영화,9,1
199,명량,별로 재밌진 않네요,4,0
200,명량,와사비망고,10,1
201,명량,이순신장군 뽕에 취한다,9,1
202,명량,역사속의 우상을 현실의 영화로 담담하게 표현하기 어려웠을 영화 관계자 및 주연 배우분들의 노고에 감사드립니다,8,1
203,명량,빨리 봐야겟어요 굼금합니다,7,1
204,명량,재밌었긴한데 딱 그정도,8,1
205,명량,기대이하 생각만큼은 아니다,4,0
206,명량,가나다라마바사아자차카,10,1
207,명량,이순신의 멋진 결단력이 후세에 살고 있는 나에게 생활의 지침이 되었다 ,9,1
208,명량,임진왜란 그동안 봐왔던 스끼다시사극과는 차원이 다른듯,10,1
209,명량,꼭한번볼만합니다 개인적으론 영화를본지 오랜시간이 지나도 기억에 오랫동안 남을것같은 영화였습니다,10,1
210,명량,굳굳 재밌음,9,1
211,명량,진짜 이영화는 진짜와 정말 명량은 대단합니다 현실적인 이순신,10,1
212,명량,이순신 무슨 부가설명이 더 필요할까,10,1
213,명량,짱잼잇엇어옇애햏 넘나리 재밋고 놓은것,10,1
214,명량,꿋굿구슈류로고고려초여교,10,1
215,명량,이순신은 이순신이다 몰입해서 봤네요,9,1
216,명량,전여자친구가 번을본영화입니다 저말고다른 사람과,1,0
217,명량,전쟁신 장난없다,10,1
218,명량,유디쨘좋아해사랑해해해,10,1
219,명량,무조건 최고자,10,1
220,명량,한국인이라면 본다 난 한국인,9,1
221,명량,잼있음 아주 볼만함 ㅋㅋㅋ,5,0
222,명량,명량 그럭저럭 나쁘지않은 영화,10,1
223,명량,언제든 선명한 화질로 어디서나 바로보기 가능넘 좋아요,8,1
224,명량,명량 최고의 영화 보는 내내 가슴 졸이며 봤다,10,1
225,명량,무거운 느낌의 영화입니다 하지만 한국인이라면 봐야될 영화입니다,9,1
226,명량,감동적인 영화역시 최민식,9,1
227,명량,아주 재밌게 잘보았습니다,10,1
228,명량,재밌어용 배우들 연기력에 끝도없이 빠져들어요,8,1
229,명량,좋아요 좋아요 좋아요 잘봤었네요,8,1
230,명량,재밌습니다 ㅎㅎㅎ 최고의영화,10,1
231,명량,지려요진짜 꼭보셔야 하는영화,9,1
232,명량,명랑하고 재밋습니당당당,9,1
233,명량,최고중 최고였습니다 아주 잘봤습니다,10,1
234,명량,볼만했어요 추천합니다,7,1
235,명량,재미없음 어이없음 연결안됨,8,1
236,명량,전반적으로 좋았습니다앞부분에 역사적인 내용을 잘모르시면 이해하기 힘드셨겠지만 좋았습니다,8,1
237,명량,역사의 실제 장면을 보는듯 했습니다 역시는 역시 역시군,10,1
238,명량,짜임세 있게 재미난 영화네요역사적 사실을 기초로 충분히 재밌게 구성했습니다,8,1
239,명량,늦은 리뷰지만 재밌었어요 조카 데리고 봤는데 넘 좋아하더라구용,10,1
240,명량,재밌게 봤습니다 간만에,10,1
241,명량,재밌었어요 배우들 연기 좋았어요,9,1
242,명량,연기가 일품이라서 참재밋게봐습니다,9,1
243,명량,재밋게 잘 보았어요이순신 장군님,9,1
244,명량,역사에 대해 조금 더 알게 되었고 배우들의 연기가 돋보입니다,10,1
245,명량,이순신장군님너무멋져용,9,1
246,명량,이순신 장군님 너무 멋져요,7,1
247,명량,재밌엇습니다 특히연기력 오젓네여ㅛ,10,1
248,명량,이순신장군에 대해서 다시한번 생각할수있는 뜻깊은 시간이었다,10,1
249,명량,진짜 볼만할거 오랜만에 나왔네요,8,1
250,명량,좋아좋다구영화는영화다,10,1
251,명량,재밌도유익한영화였습니다 최고,10,1
252,명량,몰입도 높은 영화 오랜만에 너무 잘 봤습니다,8,1
253,명량,아이걸쓔샤되다니시바르,10,1
254,명량,감동적이었습니다 다시보고싶은,10,1
255,명량,인도판 남과여 사랑에 대해 생각해보게 하는,8,1
256,명량,좋은영화입니다 아이들도 잘 봤습니다,10,1
257,명량,최민식의 연기는 역시 굿,10,1
258,명량,지금봐도재밋네요 굿굿굿,10,1
259,명량,배우들연기도 아주조ㅗ았고 무엇보다 줄거리가 좋았습ㄴ다,10,1
260,명량,명량은 인생영화 입니다,10,1
261,명량,말이필요없습니다 그냥짱,10,1
262,명량,가족끼리봤는데 재밌음,10,1
263,명량,,10,1
264,명량,딱히 할말이 읎어  그냥 아무생각 안하면 볼만한듯,6,1
265,명량,좋음아아주아주아주아주아주아주아주좋음,10,1
266,명량,넘뻔한스토리이다 ㅋㅋㅋ,5,0
267,명량,재미있습니다 최민식씨 화이팅,6,1
268,명량,감동을주는 역작이었습니다또한 출영진들의 연기가 돋보이는 영화입니다,9,1
269,명량,잘봤습니다,10,1
270,명량,심장을 뛰어주게 해주는그럼영화,10,1
271,명량,이순신 그는 신이다,10,1
272,명량,연기가 돋보인 영화였습니다,10,1
273,명량,재미있어요 재미있어요,9,1
274,명량,잼샘아주잼네요오옴ㅎ,10,1
275,명량,음 좀 뻔해도 재미있었음,8,1
276,명량,조 아 요 잼 미 써 요 볼 만 해 요,10,1
277,명량,굿굿 역시 최고의 배우 최민식 선배님,10,1
278,명량,진짜 추천 영화스릴만점,9,1
279,명량,재미있게 잘봤습니닼ㅋ,10,1
280,명량,잼있습니까 아직못봤는데,10,1
281,명량,이시대의감명을그대로표현,10,1
282,명량,조아요조아요조아요조아요,10,1
283,명량,좋와요 좋와요 정말좋와요,10,1
284,명량,잼있었어요 잼있었어요,7,1
285,명량,그런대로 잘본거같습니다,8,1
286,명량,이순신 재밌게 봤습니다,9,1
287,명량,이순신,10,1
288,명량,좋았어요 민족과 역사에 대해 다시 생각해볼 수 있는 기회였어요,8,1
289,명량,좋아요 좋아요 좋아요 ㅊㅊㅊ,5,0
290,명량,쩌러쩔쩌러염ㅇ미ㅏ넝미나ㅓ이ㅑ덜 ㄷ러겧굿이에염,10,1
291,명량,그대가 조선을 구했기에 지금의 대한민국이 있다,10,1
292,명량,대한민국에는 이런 영화가 절실히 필요했다,10,1
293,명량,너무당황했던  전쟁씬,5,0
294,명량,재밌게 봤어요 추천하고 싶은영화,9,1
295,명량,재밌게 봤어요 추천하고 싶은영화,9,1
296,명량,지루하진 않지만 뭔가 허전한느낌,8,1
297,명량,역사를 역사답게 다룬 영화진지한 연기가 돋보임,9,1
298,명량,명량은 내가 본 영화 중에서 최고였습니다,10,1
299,명량,영화로 인해 우리나라 역사를 더욱 자세히 알게 된 영화임 정말 재밌게 봤네요 또 보고싶어요,9,1
300,명량,재밌게 잘봤어요,10,1
301,명량,사랑에 관해 많은 것을 생각하게 하는 작품이에요,8,1
302,명량,최고에오 역시 울 순신님 짱,10,1
303,명량,진짜 좋았다이순신 그를 우리는 이렇게 계속 기억하고 기려야 한다,10,1
304,명량,소셜 평점은 본인이 작성한 평점이 네이버 뿐 아니라 페이스북 트위터에서 동시에 등록되는 서비스 입니다등록을 원하는 서비스를 선택하면 동시에 평점을 등록할 수 있습니다단 평점 작성 중  로그인계정인증을 하는 경우 기존에 입력 된 정보가,8,1
305,명량,최민식 연기는 이름값했음,8,1
306,명량,영화가 재밌었음,7,1
307,명량,가슴뭉클한드라마감사합니다,10,1
308,명량,너무 감동적이였어여 ㅜ,7,1
309,명량,부모님은 재밌게 보셨다네요,5,0
310,인터스텔라,시간과 중력을 이용해서 놀라운 이야기를 보여주는,10,1
311,인터스텔라,빠지는게 없는 최고의 영화,10,1
312,인터스텔라,는 우주 그 자체,9,1
313,인터스텔라,거대한 우주속에 갇힌 우리는 모두 보잘것 없는 존재들 우주 속에서 모든것은 돌고돈다,8,1
314,인터스텔라,미친작품ㅜㅜ 가슴이 웅장해짐 언제 또 이런 작품을 만날수있을지,8,1
315,인터스텔라,놀란 형님의 천재성과 상상력은 정말이지 막을수가 없다,10,1
316,인터스텔라,우주  좋아하지 않아도 한번쯤 꼭 보길 추천하는 영화 경이로운 우주 인생의 유한함 사랑의 초월성을 엮어 그려낸 방식에 감탄했다,10,1
317,인터스텔라,아이맥스 주기적으로 상영해줬으면,9,1
318,인터스텔라,영화 재밌게 잘 봤습니다,10,1
319,인터스텔라,가슴이 웅장해짐을 느낀 영화,10,1
320,인터스텔라,이해 못해도 괜찮아 일단 봐야지,8,1
321,인터스텔라,  ,7,1
322,인터스텔라,감정씬 자체 파괴력은 대단한데 개인적으로는 갑자기 터지는 느낌을 많이 받음,7,1
323,인터스텔라,좋습니다 재밌게봤어요,10,1
324,인터스텔라,긴 러닝타임이 전혀 의식되지 않는 깊은 밀도의 영화 지만 충분히 현실에서 일어날 수 있을것만 같다,10,1
325,인터스텔라,많은 것을 담은 영화만큼 하고 싶은 말이 너무 많은 영화지만 매년 아이맥스 개봉해주면 앞뒤 가리지 않고 당장 보러 갈 영화,9,1
326,인터스텔라,영화관에서만 회정도 관람하고서야 깨닫고 눈물을 흘렸다 그 어떤 로맨스나 감동적인 영화보다도 진정한 사랑을 표현한 영화라는 걸,10,1
327,인터스텔라, ,9,1
328,인터스텔라,스토리 음악 연기 교훈 무엇 하나 빠지지 않는 영화 당당히 내 인생영화라 말할 수 있다,10,1
329,인터스텔라,볼때마다 감탄이 나오고 잘 봤습니다 ㅎ,10,1
330,인터스텔라,이 영화의 화면 음악 모든 것을 사랑함,9,1
331,인터스텔라,사랑해요 놀란 감독,8,1
332,인터스텔라,연례행사로 아이맥스 상영 필요함,10,1
333,인터스텔라,어디서 보냐가 굉장히 중요한 영화집에서 볼땐 잘만들었다 정도의 영화가 특수관에서 다시 보니 처음보는 명작으로 다시 탄생했다,10,1
334,인터스텔라,저 넓은 우주를 향해가는 아버지의 마음이 우주전체를 덮을만큼 무겁다 부녀간의 사랑이 사무친다,10,1
335,인터스텔라,아이맥스로 볼 때 더욱 더 감동적인 영화,8,1
336,인터스텔라,솔직히 잘 모르겠다 어려운 영화는 아닌데 이해하기 귀찮은 영화랄까,6,1
337,인터스텔라,,8,1
338,인터스텔라,영화를 보는내내 경이로움을 느꼈다,10,1
339,인터스텔라,학창시절 학년에 한명쯤은 있던 뭘하던 잘하는애를 영화로 나타내면 이 영화가 아닐까 싶습니다 영상미 액션  하나도 안빠지고 마지막에 감동은 보너스 용아맥에 걸릴때마다 보는데 질리지가 않아요,10,1
340,인터스텔라,만점이요,10,1
341,인터스텔라,우주를 이보다 더 환상적으로 그려낼 수 있을까,10,1
342,인터스텔라,영화관에서 보세요,10,1
343,인터스텔라,원심력을 통해 보이는 인간의 원초적인 원동력,10,1
344,인터스텔라, 비율의 는 최고입니다,9,1
345,인터스텔라,다시보는데 넘 감동이고 넘 대단한 영화,10,1
346,인터스텔라,놀란 감독의 단연 최고의 작품,10,1
347,인터스텔라,시간은 우릴 기다려주지 않지만 기회를 잡을 순간은 언제나 주어진다,9,1
348,인터스텔라,볼 때마다 눈물이 차오른다,9,1
349,인터스텔라,,10,1
350,인터스텔라,정말 대단한 영화다 최근에 재개봉때 다시 봤지만 오히려 처음 봤을때보다 재밌게 봤습니다,9,1
351,인터스텔라,큰 영화관에서 보니 너무 좋았다,10,1
352,인터스텔라,인터 스텔라 볼 때마다 감탄이 나오는 미친 영화 압도적이다,9,1
353,인터스텔라,대우주적 서사시를 빌린 딸과 부녀간의 사랑 이야기,10,1
354,인터스텔라,극장에서 봐야하는 영화중 하나,9,1
355,인터스텔라,인터스텔라 재미있게 잘 봤습니다,10,1
356,인터스텔라,희망절망희망절망 반복이었지만 어쨌든 희망을 남겨줘서 좋았다,8,1
357,인터스텔라,인생영화입니다 다시봐도 좋아요,10,1
358,인터스텔라,아이맥스에 보니 너무나도 좋다 더 할 나위 없다 년 월 일 또 봐도 좋다,10,1
359,인터스텔라,이러한 상상력과 연출이라니 놀란은 놀라움의 연속이다,10,1
360,인터스텔라,최초 개봉 당시 보았을 때 이후로 처음 봤는데 우주씬이 워낙 좋았어서 추억보정이 되어있었어요 웜홀과 결말 부분은 정말 비과학적이긴하네요 ㅎㅎ 그래도 사운드와 영상미의 장점이 훨씬 큰 영화입니다,10,1
361,인터스텔라,인생영화입니다 언제봐도 좋아요,10,1
362,인터스텔라,완벽한 영화 아이맥스로 보니 또 다른 영화,10,1
363,인터스텔라,아이맥스로 재관람 더 꼼꼼하게 보려고 욕심 부려서 느낌 그대로의 감상은 못 했지만 역시 인터스텔라엔딩까지 벅찬 감동을 이어준다,10,1
364,인터스텔라,인생영화 아이맥스로 보길 너무 잘한 영화,10,1
365,인터스텔라,용아맥에서 본다면 감탄에 감탄을 할 수 있는 영화배우들의 연기스토리 모든게 완벽함,10,1
366,인터스텔라,로 도달할 수 있는 장인의 경지,10,1
367,인터스텔라,명작 오브 명작,10,1
368,인터스텔라,용아맥 인터스텔라는 전설이다,10,1
369,인터스텔라,완전 몰입하게 만드는 영화,10,1
370,인터스텔라,이것이 진정 극장용,10,1
371,인터스텔라,이것이 바로 진정한 영화,10,1
372,인터스텔라,그냥 뭐가 하나 빠짐 없이 완벽한 영화,10,1
373,인터스텔라,우주에 관심 없는 사람도 매료됨,10,1
374,인터스텔라,스토리는 취향이 아니지만 용아맥 풀스크린으로 보는 우주가 너무 좋아서 재개봉때마다 보러간다,6,1
375,인터스텔라,자연에 대해 다시 한 번 생각해보았고 시간이 금방 지나갔어요,10,1
376,인터스텔라,용아맥에서 본다면 차원이 다른경험 가능일반영화관점에서는 그냥 점짜리지만영화관에 따라서 그 경험이 놀라워서 점수를 더 줄수밖에 없음,9,1
377,인터스텔라,인생영화입니다 영화관에서 볼 때마다 감동이네요,10,1
378,인터스텔라,개봉당시와 근 여년이 지난 지금에 와서의 관람 느낌은 그야말로 천양지차 이군요 영화의 스케일을 떠나 보는 시기의 관점에 따라서 이렇게 받아들여짐이 다른걸 보면 틀림없는 수작은 수작인가 봅니다,9,1
