,movieName,comments,ratings,PN
103,극한직업,완저 빠뎌들었다넘잼 졸잼 꾸르잼두번 보세요,10,1
104,극한직업,진심 재밌고 웃겨요 ㅠㅠㅠㅠ 짱이였엉,10,1
105,극한직업,진짜 완전 재미잇게 봣어요 굳,10,1
106,극한직업,코미디적인 부분이며 캐릭터에 대한 연구들을 많이 하신 것이 눈에 딱보입이다 희극적인 요소와 전개도 나쁘지 않고 남녀노소 누구나 공감하는 유머포인트를 쪽집개처럼 짝짝 집어내시네요ㅎㅎㅎㅎ 정말 재미있게 잘 보았습니다,9,1
107,극한직업,좋아요 아주 즐겁게 분 영화에요,10,1
108,극한직업,그냥 웃으면서 시간 떼우기 좋은정도의 영화,7,1
109,극한직업,,10,1
110,극한직업,앞으로도 이런 영화는 언제나 환영,8,1
111,극한직업,오랜만에정말실컷 웃었네요,10,1
112,극한직업,짜잔하고싶은것같아요최대한많이,10,1
113,극한직업,연기력에 출중한 배우들만 모여 합을 맞추니 어색함이 없었고 무엇보다 어디에서 관객의 웃음을 잘 유도할 수 있는지 인지하고 있는 몇 없는 한국 작품이었습니다 배우들도 고생하셨겠지만 감독님 또한 존경스럽습니다 다음에도 더 좋은 작품 기대할게요 화이팅,10,1
114,극한직업,대박ㅡ영화ㅡ넘 넘 잼나고 강추,10,1
115,극한직업,정말 소소하게 재미있었습니다,10,1
116,극한직업,역시류승룡이야 너무 재밌어요,10,1
117,극한직업,이제는 이런 영화도 좋다 끝임없이 터지는 개그 배우들의 열연이 조금 허술한 스토리 유치할 수 있을 뻔한 영화를 살렸다,10,1
118,극한직업,제가 원래 한국코미디영화는 극혐하는 편인데 요건 최고네여,10,1
119,극한직업,가볍게보기 좋았습니다 ㅎㅎ 억지웃음인듯하나 그냥 재밌었음,6,1
120,극한직업,재밌게봄,10,1
121,극한직업,너무 기대 해서 그런지 별루였다,8,1
122,극한직업,지금까지 이런치킨은 없었다국민유행어,10,1
123,극한직업,굿 정말웃기고 잼써유굿굿,10,1
124,극한직업,정말 재미있게보고 왔어요 ㅎㅎ 오랜만에 애들 없이 영화관에서 ㅋㅋㅋ,10,1
125,극한직업,왕갈비치킨이 먹고싶다,9,1
126,극한직업,잼나게 보고 왔네요유쾌하게,8,1
127,극한직업,따분한 주말 참 신나게 웃었던 기억이 나는 영화입니다,9,1
128,극한직업,가족이랑 웃으면서 보기 좋은 영화,8,1
129,극한직업,너무넘흐느므느무나 잼있어요,10,1
130,극한직업,지루할틈없이 계속웃겼당,10,1
131,극한직업,말이필요없응 ㅋㅋㅋㅋ너무재밌어요ㅋ,10,1
132,극한직업,재미있고 웃기고 신나는 영화네요,10,1
133,극한직업,쵝오최에고최고오생각없이 봤다,10,1
134,극한직업,너무너무너무 재미있었어요 화이팅입니다,10,1
135,극한직업,진선규님 진짜 대박 정말 재미있게봤습니다ㅎ,10,1
136,극한직업,레전드 영화다 ㄷㄷ 실화임,10,1
137,극한직업,ㅋㅋㅋ 개인적으로 아무생각없이 재밌게봤었네요,10,1
138,극한직업,초반에는 뭐지 했다가 점점 갈수록 배꼽잡고 웃은 영화 덕분에 정말 재밌었습니다,10,1
139,극한직업,이제서야 평을 드리네요 점,10,1
140,극한직업,재밌고 웃긴영화보구싶음 강추간만에 넘 웃었네여,10,1
141,극한직업,아무 생각 없이 볼 수 있는영화가 필요하다 그게 이 영화다,10,1
142,극한직업,,10,1
143,극한직업,그냥 킬링타임용으로 가볍게 볼만함,8,1
144,극한직업,한순간도 지루하지 않고 재밌었고 배우들 연기가 멋쪘음,10,1
145,극한직업,웃고 계속 웃다보니 영화 끝남,10,1
146,극한직업,웃느라 눈물날뻔 햇어요 ㅠㅠ 재밋습니다,10,1
147,극한직업,웃고 또 웃고 계속 웃고 보는 영화예요,10,1
148,극한직업,본지 오래됬는데 지금 등록해도 포인트 주려나요,10,1
149,극한직업,간만에본 한국영화 신났다 재미났다,10,1
150,극한직업,기대 이상 으로 재미있는 영화,8,1
151,극한직업,너무재밌었고 약간 억지스러운 웃음유도도 있었지만 볼만했습니다,10,1
152,극한직업,잔가지를 버리고 웃음하나에만 집중한 결과,9,1
153,극한직업,그냥 별 생각없이 웃으면서 볼수있는 영화 아웃겨,10,1
154,극한직업,정말 많이 웃었습니다,10,1
155,극한직업,오세봉 너무 가엽게나옴 ㅋㅋㅋㅋ 찍어줘요,10,1
156,극한직업,지금까지 이런영화는 없었다 ㅎㅎ,10,1
157,극한직업,재밌었어요 정신없었어요,10,1
158,극한직업,너무너무재밌었어용 ,9,1
159,극한직업,사람들이극찬하는만큼은 몰랃ㄷ 확실히 재밌어요,10,1
160,극한직업,재미있지만 마지막은 뻔한 스토리가 좀 아쉽네요,8,1
161,극한직업,무난하고 가벼운 영화였습니다,6,1
162,극한직업,그냥 웃긴 영화잼있음,8,1
163,극한직업,웃고싶으면 보세요호호,8,1
164,극한직업,너무 재밌게봤습니다 짝짝짝,10,1
165,극한직업,한참을 웃었어요 탄탄한 연기력 최고입니다,10,1
166,극한직업,많은 생각하지않고 유쾌하게 웃을 수 있었어요,8,1
167,극한직업,가족영화 최최고의 영화,10,1
168,극한직업,그야말로 꿀잼있게 봤습니다 너무 멋진 영화입니다,10,1
169,극한직업,류승룡 드디어 심폐소생술 성공 대작입ㅂ니다,9,1
170,극한직업,엄청웃었네용ㅍㅎㅎㅎ,10,1
171,극한직업,엄청 재미 있었습니다마약통닭 먹고 싶네요,10,1
172,극한직업,유쾌한영화였어요ㅋㅋㅋ,7,1
173,극한직업,킬링타임용 입니다,4,0
174,극한직업,증믈 재미있었습니다 흥미진진 너무 재미있었어요,10,1
175,극한직업,오랜만에 진짜 재미있게 좠네여 ㅎㅎ,10,1
176,극한직업,재미난 영화 아이들이 잘보고 왔네요,8,1
177,극한직업,강추진짜재미있게봤어요캐릭터도다살아있고배우들연기도좋았습니다영화값이아깝지안고웃으면서내내봤던영화였습니다,10,1
178,극한직업,이건 꼭 봐야죠 괜히 만이 아니예요,10,1
179,극한직업,진짜 개꿀잼 영화에요 꼭 보세요 너무 재밌게봤어요,10,1
180,극한직업,무슨말이 필요합니까 굿,9,1
181,극한직업,그래 한국영화는 이렇게 코미디면 코미디만 하자 억지 감동 짜내지말고,9,1
182,극한직업,매우 재밌고 통쾌하게 봤습니다ㅎㅎ,8,1
183,극한직업,진짜 너무재미있었습니다,10,1
184,극한직업,음 뭐 아무생각없이 보기 좋은영화 유치한재미,6,1
185,극한직업,시간 가는줄 모르고 즐겁게 관람했습니다,10,1
186,극한직업,오랜만에 생각없이 웃고만 보는 영화였어요,8,1
187,극한직업,촬영당시 류승룡님을 봤는데 역시 최고 입니다,9,1
188,극한직업,잼있습니다 최고입니다,10,1
189,극한직업,배우들 연기가 좋아서 재밌게 봤어요 ,7,1
190,극한직업,배꼽빠지게 웃으면 본것같아요재밌습니다,10,1
191,극한직업,잼있습니다  즐기기 좋은 영화,10,1
192,극한직업,너무 재미있어서 죽을뻔 ㅎㅎㅎ,10,1
193,극한직업,생각없이 보게되는 신기한 영화,10,1
194,극한직업,연초에 재밌게 웃었네요,9,1
195,극한직업,내 평생 제일 재밌게 본 작픔,10,1
196,극한직업,가족끼리 단체관람하였습니다 쉴새없이 웃으며 즐겁게 관람하였습니다,10,1
197,극한직업,긴장감 제로웃음코드 제로,8,1
198,극한직업,정말 재밌게 잘봤습니다,10,1
199,극한직업,웃긴 장면이 좀 있긴 한데 너무 유치하고 진부한 장면이 더 많았음 ㅠ,6,1
200,극한직업,넘잼있지는알승 기대해서그른가,8,1
201,극한직업,웃고 웃고 또 웃고 감사합니다,10,1
202,극한직업,코미디 영화답게 깊은 생각 없이 편하게 재밌게 볼 수 있었어요 그리고 하늬언니 최고 언니 짱 언니 하고 싶은 거 다 해,8,1
203,극한직업,간만에 깔깔 거리며 웃었습니다 가끔씩 이런 코미디 보는것도 나쁘지않고 좋아요ㅕ,9,1
204,극한직업,진짜 웃기려고 만든 영화 성공적,10,1
205,극한직업,보면서 계속 웃었던  두번 봤네용,10,1
206,극한직업,수원왕갈비치킨이 먹고싶어져요,8,1
207,극한직업,연기를 다 너무 잘하고 웃다 나왔습니다,8,1
208,극한직업,두시간 내내 웃다 끝났네요,10,1
209,극한직업,우울한 기분을 한방에 날려 줄 재밌고 통쾌한 영화오랜만에 넘 재밌는 한국 영화를 봐서 기분이 좋았다,10,1
210,극한직업,웃기고 재미있어요 가족과함께 즐겁게 관람했어요,10,1
211,극한직업,생긱없이봣는데 최고엿어요,10,1
212,극한직업,재밌었어요 탄도 나와라,10,1
213,극한직업,재밌고 새로운 영화였어요,10,1
214,극한직업,재미있게 봤어요 그래도 두번 볼 영화는 아니에요 ,8,1
215,극한직업,오랜만에 재미있게 잘 봤어요,10,1
216,극한직업,계속 웃었던 유쾌한 영화,10,1
217,극한직업,보는 내내 웃으면서 봤어욘,10,1
218,극한직업,최고의영화 정말많이 웃고 나왔어욯,10,1
219,극한직업,ㅋㅋㅋ 웃겻고 재미잇엇당,10,1
220,극한직업,너무 재미 있네요 웃다가 나옵니다,10,1
221,극한직업,진짜 재밌게 본 영화에요,10,1
222,극한직업,가족끼리봐도 재미있는 영화,10,1
223,극한직업,리뷰 필요 없습니다 ㅋㅋ직관 강력 추천 함다 ,10,1
224,극한직업,재미가 솔솔하네요 ㅎ 잘봤습니다,10,1
225,극한직업,아무생각 없이 지루할틈 없이 시간이 간 영화,10,1
226,극한직업,또보고싶은영화입니다 넘 재미있었어요,10,1
227,극한직업,기대안하고 봐섲그런가 생각보다 너무 재밌게 봤어요명절날 집에서 가족끼리 다시 볼라구요 ㅋ,10,1
228,극한직업,연기도 좋고 통쾌합니다 욕이 좀 많음,10,1
229,극한직업,재미있는 한국형 상업 영화,8,1
230,극한직업,그냥 그저 재밌는 볼만한 영화 ㅍ,8,1
231,극한직업,재미있었당 ㅌ조보구싶다,10,1
232,극한직업,보는 내내 빵터져서팝콘덜먹고나왔다이것은 영화인가코미디빅리그인가,10,1
233,극한직업,오랜만에 즐겁게웃으면서 볼수있는영화였어요한순간도지루하지않았네요,10,1
234,극한직업,간만에 배꼽잡고 웃었어요 ㅋㅋㅋㅋ,10,1
235,극한직업,기대안하고 봤다가 배꼽잡았네,10,1
236,극한직업,재미있게잘봤답니다둥,10,1
237,극한직업,가라라라러로릴리로라,10,1
238,극한직업,두번 봤어요 유쾌 상쾌 통쾌,10,1
239,극한직업,웃으면서 볼수있는 영화였어요,10,1
240,극한직업,깜박하고 이제 남기네요재미있게 잘 봤어용,9,1
241,극한직업,ㅋㅋㅋㅋ 한국영화 중에 젤 잼있는,10,1
242,극한직업,평타 이상의 국내코미디 영화 ㅋㅋ 추천,8,1
243,극한직업,간만에 재밌게봤네요,10,1
244,극한직업,가볍게 웃으면서 보는 영화,8,1
245,극한직업,완전 꿀잼 영화 내내 웃었던 것 같아요 엉성한 느낌인데 뭔가 재미있었어요 모두가 다들 열심히 연기한 탓일까 진선규님 짱 나 진해사람 ㅎㅎㅎ,9,1
246,극한직업,한국영화 극한직업 코믹하고 재밌게 봤네요,8,1
247,극한직업,재밋게봤어요이하늬의 연기를 새롭게 본것같습니다,10,1
248,극한직업,어어엄청 웃다가 집에갑니다,10,1
249,극한직업,너무 재밋는 영화였습니다,8,1
250,극한직업,재밌습니다 닭 맛있겠다ㅏ,8,1
251,극한직업,오지게재밋어서감동먹엇슴다,10,1
252,극한직업,약간 억지 코드가 있긴 했지만 그냥 웃을 수 있는 영화였음 ㅎㅎ,8,1
253,극한직업,완존 웃음 폭탄 대박힐링,10,1
254,극한직업,뻔뻔스러운 연기에 연기인지 실재상황인지 헛갈릴 정도였어요 오랫만에 맘껏 웃었네요 다만 집단격투씬은 무서웠어요,10,1
255,극한직업,기대치가 컸던 탓일까 내 취향이 아니었던 것일까,8,1
256,극한직업,너무잼있었고간만에많이웃었어요,10,1
257,극한직업,재미있으면서 전하려는 메시지를 온전히 전했던 영화,9,1
258,극한직업,진짜 생각없이잘웃었스,10,1
259,극한직업,재미없습니디 예상가능하고 유치한 반전의 반복,4,0
260,극한직업,영화가너무너무재미지다,8,1
261,극한직업,가족들과 함께 봤는데 재밌었어요ㅎㅎ,6,1
262,극한직업,그냥저냥 웃기다 중간에 어이업는 부분도잊만,8,1
263,극한직업,웃다가 시간가는줄몰랏네요,10,1
264,극한직업,웃기려고 만들었다에 공감합니다,10,1
265,극한직업,번 봤습니다 꿀잼이예요,10,1
266,극한직업,부모님이랑 매우 재밌게봄,10,1
267,극한직업,정신없이 웃고 보는 영화,7,1
268,극한직업,재미있는 영화 오랜만,9,1
269,극한직업,나무너무 재미있어용 하하,10,1
270,극한직업,년 만에 이렇게 웃어보긴 첨이네요번이나 봤는데 더 재미있었어요웃길려고 작정한 영화 성공적이네요,10,1
271,극한직업,생각없이 웃기에 좋은영화,6,1
272,극한직업,재밌었습니다시간가는,6,1
273,극한직업,정말 재미있는 영화읏음도 함께 주네요,8,1
274,극한직업,모든 캐릭터 인물들이 코믹하고 재밌었음,8,1
275,극한직업,오랜만에 재미있는 한국영화,10,1
276,극한직업,류승룡 띵작이다 진짜 흥해라,10,1
277,극한직업,너무너무 재미있어요꼭 보세요,10,1
278,극한직업,근래 들어 가장 많이 웃은 날,10,1
279,극한직업,재밌게 봤어요 이하늬 짱,10,1
280,극한직업,유치할 줄 알았는데 재밌네요웃고 나왔습니다,10,1
281,극한직업,별로전형적인 한국 코메디 영화 타이밍이 좋아서 천만넘은듯 천만 넘을 영화는 아님,7,1
282,극한직업,정말 욱꼐요 ㅎㅎ시원하게 웃을수 있는 영화,10,1
283,극한직업,한국영화보면서 크게웃은건 처음,10,1
284,극한직업,지금까지 이런 영화는 없었다기막힌공감,10,1
285,극한직업,너무너무너무 재밌게 봤어요배꼽 없어지는줄,10,1
286,극한직업,재밋었어요ㅎㅎ웃겨요,10,1
287,극한직업,많이 웃었어요 재밌네요,10,1
288,극한직업,이것도 엄청 오래전에 봣는데 쨋든 굿ㅋ존잼,10,1
289,극한직업,웃다가울다가여러번 보고싶은영화,8,1
290,극한직업,한국영화중 제일 재밋겟봐섣용,10,1
291,극한직업,한국어 모르는 외국인과 같이 봤는데 외국인이 자국에서 치킨장사를 해서 그런가 약간의 설명만으로도 함께 재밋게 보았습니다 ㅎㅎ,10,1
292,극한직업,재밌다 모든캐릭터들을 잘 살렸다,10,1
293,극한직업,잼써용 헤헤 완전 잼나용 헤헤,10,1
294,극한직업,재미와 오락성으로는 뭐 잘 웃다 나왔어요,8,1
295,극한직업,아무생각없이 잘 웃다나왔습니다,10,1
296,극한직업,감동 ㅎ 퀸의팬이됬어요,10,1
297,극한직업,전유치했음 ,4,0
298,극한직업,만족 대만족 너무 재밌었어요,10,1
299,극한직업,인생영화  너무 웃김 진심,10,1
300,극한직업,아주재미있었어요ㅎㅎ,10,1
301,극한직업,시간 떼우기 최고 영화 짠한 현실을 코믹으로 잘 풀어낸,10,1
302,극한직업,친구들이랑 같이 봤는데 정말 재미있었음,10,1
303,극한직업,구라안치고 진짜 재밌다,10,1
304,극한직업,진짜 존잼이엇음ㅎㄸㄷ,8,1
305,극한직업,영화 예고 보고 봤는데 영화 소개 프로그램에 나온 게 대부분이었다,7,1
306,극한직업,재밌었어용시간이 훅 지나갔네여ㅎ,9,1
307,극한직업,진짜 잼있었네요 연기도 엄청잘하시고,10,1
308,극한직업,간만에 정말 쓸데없는거 전부 빼고 순수하게 웃긴영화였음,10,1
309,극한직업,재밌다재미있는 오락영화임 배우들 티키타카 웃경,10,1
310,어벤져스: 엔드게임,내 대의 시작과 대의 시작을 함께한 마블 어벤져스 그리고 아이언맨,10,1
311,어벤져스: 엔드게임,하 너무 만족해서 번 극장가서 본 영화였습니다,10,1
312,어벤져스: 엔드게임,,10,1
313,어벤져스: 엔드게임,전율 카타르시스 오르가즘,10,1
314,어벤져스: 엔드게임,이시대 최고의 블록버스터 만들어주셔서 감사합니다,10,1
315,어벤져스: 엔드게임,할리우드가 보여줄 수 있는 기술의 정점 팝콘무비의 정수 그동안 마블을 사랑했던 모든 이에 대한 헌정시,10,1
316,어벤져스: 엔드게임,어벤져스는 모든게 완벽하다,10,1
317,어벤져스: 엔드게임,ㅠ,8,1
318,어벤져스: 엔드게임,그냥 안보면 후회함 ㄹㅇ,10,1
319,어벤져스: 엔드게임,마블 팬들을 위한 최고의 선물,9,1
320,어벤져스: 엔드게임,재밌네요 어벤져스 엔드게임,10,1
321,어벤져스: 엔드게임,말이 필요없는 최고입니다,10,1
322,어벤져스: 엔드게임,개봉했을때 보고 이해안되는 장면이 많아서 마블시리즈 처음부터 시간순으로 다 보고 다시 보니완전 감동명작,10,1
323,어벤져스: 엔드게임,히어로 영화 싫어해서 안보려다가 어쩔수없이 친구에게 반강제로 끌려가서 눈물쏟은 영화,10,1
324,어벤져스: 엔드게임,고마워요사랑합니다 마블,10,1
325,어벤져스: 엔드게임,울었다 ㅠ진짜 눈물날만큼 재밌었다,10,1
326,어벤져스: 엔드게임,영화 재밌게 잘 봤습니다감사합니다,10,1
327,어벤져스: 엔드게임,명불허전 입니다 꼭보세요,8,1
328,어벤져스: 엔드게임,와칸다포에버 채드윅보스만포에버,10,1
329,어벤져스: 엔드게임,이게 재밌음 유치함 좋아하는사람만보샘,2,0
330,어벤져스: 엔드게임,이게 재밌음 유치함 좋아하는사람만보샘,2,0
331,어벤져스: 엔드게임,잼나게 잘보았네 아무생각없이 보기딱좋은영화인듯,8,1
332,어벤져스: 엔드게임,역시 재미있었어요 ㅎㅎㅎㅎ,10,1
333,어벤져스: 엔드게임,이 이상의 걸작이 뭐가 있을까 싶을 정도로 모든 것이 완벽한 영화,10,1
334,어벤져스: 엔드게임,어벤져스다운 영화였다,10,1
335,어벤져스: 엔드게임,말이필요합니까,10,1
336,어벤져스: 엔드게임,,9,1
337,어벤져스: 엔드게임,,7,1
338,어벤져스: 엔드게임,기대함대로,10,1
339,어벤져스: 엔드게임,,9,1
340,어벤져스: 엔드게임,재미있다아,10,1
341,어벤져스: 엔드게임,어벤져스 어셈블,10,1
342,어벤져스: 엔드게임,마블 만큼 사랑해,10,1
343,어벤져스: 엔드게임,우리 아버지 취향은 아니신가봐 중간에 화장실 다녀오시겠다고 해놓고 그대로 집에 가셨더라고 재미는 있었는데 말이야 왜 그러셨을까,8,1
344,어벤져스: 엔드게임,번보고 재개봉으로 또봐도 눈물 펑펑이에요,10,1
345,어벤져스: 엔드게임,이전 시리즈들을 안본 상태로 봤지만 재미있었음,9,1
346,어벤져스: 엔드게임,다시 봐도 좋았어요 다시 영화관에서 볼 수 있음에 감사,8,1
347,어벤져스: 엔드게임,으벤져스 어셈블이한마디로 끝,10,1
348,어벤져스: 엔드게임,잘가요 어벤져스 그동안 고생했어요,9,1
349,어벤져스: 엔드게임,잘가요 어벤져스 그동안 고생했어요,9,1
350,어벤져스: 엔드게임,역시 마블 대박입니다 후반부 액션 대박이에영 소름돋음 웃음포인트도 있고 재밌어요,10,1
351,어벤져스: 엔드게임,엄청 재미 있어요,10,1
352,어벤져스: 엔드게임,내 안의 마블 유니버스는 이 시점을 기해 완결을 맺었다 이후의 마블은 더이상 내게 흥미가 일지 않을 것 같다,10,1
353,어벤져스: 엔드게임,,1,0
354,어벤져스: 엔드게임,이건 안볼이유도없고 최고그자체이다,8,1
355,어벤져스: 엔드게임,인피니티워가 시원한 다크판타지류 액션영화엿다면 엔드게임은 년의 시간을 정리하는 휴먼드라마네 를 보고 이만큼 감동을 할수 잇을런지 시리즈물중에 어벤져스를 능가하는 작품은 나오기 힘들듯 어벤져스 어셈블 포에버,10,1
356,어벤져스: 엔드게임,재미있어요 영화 시간이 엄청 긴데 순식간에 끝나서 아쉬워요ㅠㅠ,10,1
357,어벤져스: 엔드게임,와 말이 필요없다 이런 영화가 두번 다시 나올까싶다,10,1
358,어벤져스: 엔드게임,,10,1
359,어벤져스: 엔드게임,팬들과 함께 추억의 앨범을 하나하나 넘긴 끝에 전하는 우정 가득한 송사,8,1
